"","name","Base Currency","ISIN","secid","Global Broad Category Group","Morningstar Category","Firm Investment Objective","Strategy Name","Domicile","Fund Legal Structure","Firm Name","Branding Name","Inception Date","Obsolete Date","Status","Manager Name","Manager History","Manager Tenure (Longest)","Manager Tenure (Average)","Primary Prospectus Benchmark","Net Assets Date","Net Assets - Share Class USD","Fund Size Date","Fund Size USD","Portfolio Date","Turnover Ratio % Date","Turnover Ratio %","...28","Gender","Start Date for Managed Investment","Lockup Months","Minimum Investment (Base Currency)","Minimum Initial Unit","Uses Leverage","Avg Leverage","Management Fee","Max Management Fee","Performance Fee","Performance Fee Note","Redemption Fee","Hurdle Rate","High Watermark","Beta Hedge Extent"
"799","Sofaer Cap Natural Resources Hedge Fd","US Dollar",NA,"FOUSA06JZ2","Alternative","HF Global Long/Short Equity",NA,"Global Equity-o","Cayman Islands","Unit Trust","Sofaer Capital Inc","Sofaer",2006-01-01,2011-01-21,0,NA,"[2006-01-01 -- 2011-01-21] Michael Sofaer;[2006-01-01 -- 2011-01-21] Tim Whyte;",NA,NA,"MSCI World PR USD",2007-10-31,3.36e+08,NA,NA,2006-12-31,2006-12-31,300,NA,NA,NA,0,1e+06,"Monetary","Yes",NA,1.5,1.5,20,NA,1,0,"Yes","Partial"
"800","Sofaer Capital Asian Hedge A","US Dollar",NA,"FHUSA04D7J","Alternative","HF Emerging Markets Long/Short Equity",NA,"Asia ex- Japan-o","British Virgin Islands","Open Ended Investment Company","Sofaer Capital Inc","Sofaer",2004-04-01,2012-08-01,0,NA,"[2008-08-01 -- 2012-08-01] Terence Boo Kheng Khoo",NA,NA,"MSCI AC A Ex JPN IMI/Coml Svc&Spl GR USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,"Monetary",NA,NA,2,NA,20,NA,NA,NA,NA,NA
"801","Sofaer Capital European HF Euro A","US Dollar",NA,"FHUSA04D7H","Alternative","HF Europe Long/Short Equity",NA,"Europe Equity-o","United States","Unstructured Hedge Fund","Sofaer Capital Inc","Sofaer",2004-04-01,2011-01-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,"Monetary",NA,NA,1,NA,20,NA,NA,NA,NA,NA
"802","Sofaer Capital European HF USD A","US Dollar",NA,"FHUSA04D7I","Alternative","HF Europe Long/Short Equity","At Martin Currie, strategic planning is oriented to the overall quality of the firm, with a primary focus on delivering investment excellence. Its aim as an active-equity manager is to deliver consistent, superior returns for clients globally. Martin Currie does this via its client focused range of outcome orientated equity investment solutions based on its four distinct product pillars, Market Aware, Long-Term Unconstrained, Sustainable Income and Growth and Absolute Returns. 

The delivery of investment excellence is central to what Martin Currie offers its clients. This means a clearly-articulated investment proposition: 
Committed to high-conviction active management
Martin Currie’s high-conviction, active management is driven by the rigour of its distinctive and repeatable research process. 
A collaborative and multi-disciplinary approach to research, drawing on the knowledge of colleagues from across the investment floor, enables Martin Currie to identify and evaluate the mispricing of individual stocks – specifically for those companies that it believes will offer sustainable, long-term growth. This in-house research is always complemented by local market research, lateral industry insights, and company meetings. 
Of course, this is not a process in isolation. It is interwoven with a strong valuation discipline based on the forecasting of normalised earnings power, as well as risk, to determine a company’s fair value.
ESG analysis and active ownership are also fully embedded into Martin Currie’s investment process. This allows Martin Currie to engage with investee companies in order to better understand what motivates them and the mechanisms in place for decision-making. 
Overlaying all of this is an independent and dynamic risk function that informs an optimum risk allocation. All portfolios are continuously monitored for correlated, unintended and excessive risk. When market conditions change, the investment risk team provides Martin Currie’s portfolio managers with experienced interpretation of risk models to quantify the likely impact. As such, Martin Currie thinks of its independent risk team as being the representative of its clients within the firm.
The responsibility for the creation and implementation of the firm’s plan sits with the executive committee, chaired by Chief Executive Officer, Julian Ide.","Europe Equity-o","United States","Unstructured Hedge Fund","Martin Currie Inc","Legg Mason",2004-04-01,2010-07-30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,"Monetary",NA,NA,1,NA,20,NA,NA,NA,NA,NA
"803","Sofaer Capital Pacific B","US Dollar",NA,"FHUSA04D7L","Alternative","HF Emerging Markets Long/Short Equity",NA,"Asia ex- Japan-o","British Virgin Islands","Unstructured Hedge Fund","Sofaer Capital Inc","Sofaer",1999-11-01,2012-08-01,0,NA,NA,NA,NA,NA,2006-09-30,1471633,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Monetary",NA,NA,1,NA,15,NA,NA,NA,NA,NA
"804","Steelhead Navigator LP","US Dollar",NA,"FHUSA04DAM","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"U.S. Small Cap Equity-o","United States","Partnership (3C7)","Steelhead Partners LLC","Steelhead Partners",1997-01-01,2018-12-10,0,NA,NA,NA,NA,"S&P 500 TR USD",2016-12-31,9.2e+07,NA,NA,NA,NA,NA,NA,NA,NA,12,1e+06,"Monetary","Yes",1.3,1,1,20,NA,3,NA,"Yes",NA
"805","Solar Global Strategy Inst A Shares","US Dollar","KYG8252M1024","FOUSA06IQO","Alternative","HF Fund of Funds - Equity",NA,"Fund of Fund Solar Global Strategy-o","Cayman Islands","Open Ended Investment Company","CrossBorder Capital Bermuda Ltd","CrossBorder",2003-01-06,2016-09-26,0,NA,"[2003-01-06 -- 2016-09-26] Peter Pejacsevich;[2003-01-06 -- 2016-09-26] Diarmaid Kelly;",NA,NA,"MSCI World PR USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5e+06,"Monetary","Yes",NA,0.25,0.25,10,NA,0,NA,"Yes",NA
"806","Solar Japan/Asia Class B shares","US Dollar",NA,"FOUSA06IQP","Alternative","HF Fund of Funds - Equity",NA,"Fund of Fund Solar Japan/Asia-o","Cayman Islands","Open Ended Investment Company","CrossBorder Capital Bermuda Ltd","CrossBorder",2002-01-01,2016-09-26,0,NA,"[2003-01-06 -- 2016-09-26] Peter Pejacsevich;[2003-01-06 -- 2016-09-26] Diarmaid Kelly;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5e+06,"Monetary","Yes",NA,0.25,0.25,10,NA,0,NA,"Yes",NA
"807","Sollucet Partners LP","US Dollar",NA,"FOUSA06SJN","Alternative","HF U.S. Long/Short Equity",NA,"Market neutral Quantitative-o","United States","Partnership (3C1)","Sollucet Capital LLC",NA,2005-06-15,2011-03-18,0,NA,"[2005-07-01 -- 2011-03-18] Kevin Crowley;[2005-07-01 -- 2011-03-18] Jeffrey Busse;",NA,NA,"S&P 500 TR USD",2010-08-31,2200000,NA,NA,NA,2007-12-31,600,NA,NA,NA,12,250000,"Monetary","Yes",NA,1.5,NA,20,NA,NA,NA,"Yes",NA
"808","Sophrosyne Technology Fund Ltd","US Dollar",NA,"F00000IRH2","Alternative","HF Global Long/Short Equity",NA,"market neutral technology-o","United States","Partnership (3C7)","Sophrosyne Capital LLC",NA,2005-12-01,2015-07-31,0,"Benjamin J. Taylor","[2005-12-01 -- ] Benjamin J. Taylor",14.75,14.75,NA,2012-09-30,342400000,NA,NA,2009-12-31,2009-12-31,200,NA,NA,2005-12-01,NA,250000,"Monetary",NA,NA,1.5,NA,20,NA,2,NA,"Yes",NA
"809","Southport Management LP","US Dollar",NA,"FHUSA04FAS","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"US Small Cap Equity-o","United States","Partnership (3C1)","Dawson Capital Mgmt Inc (CT )","Dawson Herman",1981-02-18,2010-09-21,0,NA,"[1981-02-18 -- 2010-09-21] Jonathan T. Dawson",NA,NA,"S&P 500 PR",2010-02-28,150711326,NA,NA,NA,NA,NA,NA,NA,NA,0,5e+05,"Monetary","No",NA,1.5,1,0,NA,NA,NA,"Yes",NA
"810","Veredus Partners LP","US Dollar",NA,"FHUSA04BG0","Alternative","HF U.S. Long/Short Equity","Todd Asset Management (TAM) is a team-oriented firm with a history of experienced, performance-driven management, outstanding client service and high ethical standards. We understand that strong past performance is no guarantee of future performance, and, therefore, constantly strive to identify innovative ways to strengthen our process and improve client returns.

Through its value-oriented predecessors, TAM’s roots can be traced back to 1967. In 1986, TIA adopted its unique methodology using intrinsic value to identify a stock’s true underlying value. Today, with more than 30 years of experience with the methodology, TAM believes Price/Intrinsic Value is still the most effective fundamental tool to determine the true valuation of a stock. The Price/Intrinsic Value philosophy is the foundation of all of the firm's equity strategies. 

Todd Asset Management LLC plans to increase assets under management by at least 20-30% over the next three years. There have been several developments over the past year to both drive and support this growth:

1. We have won several institutional mandates since 6/30/2014 totaling more than $350 million in assets under management.

2. The firm's relationship with Advisors Asset Management, established in 2014, has resulted in TAM strategies being added to a large retail broker dealer platform and is actively generating new accounts. 

3. On July 1, 2014, we launched a new product, International Intrinsic Value Opportunity, with $100 million

4. We launched a commingled product for our International Intrinsic Value strategy that funded during 4Q 2018.

5. The firm started building a third generation portfolio management team in October 2014 with the promotion of Shaun Siers, CFA, from Research Analyst to Portfolio Manager. Jeremy Roane, Research Analyst, was added in October 2016.

In addition, we will continue to cultivate our consultant relationships, sub-advisory opportunities, and respond to RFPs to increase assets.","U.S. Equity-o","United States","Partnership (3C1)","Todd Asset Management","Todd-Veredus",1993-09-01,2011-10-20,0,NA,"[1993-09-01 -- 2011-10-20] B. Anthony Weber;[2003-01-01 -- 2011-10-20] Charles F. Mercer;[2009-01-01 -- 2011-10-20] Michael E. Johnson;",NA,NA,"S&P 500 PR",2011-05-31,7141700,NA,NA,2006-09-30,2006-12-31,250,NA,NA,NA,0,1e+06,"Monetary","Yes",1.3,1,1,20,NA,NA,5.01,"Yes",NA
"811","Osage Energy Fund, LP","US Dollar",NA,"FOUSA05LAQ","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","Osage Energy Partners LP",NA,2005-11-01,2010-09-30,0,NA,"[2005-11-01 -- 2010-09-30] Richard J. Duszynski;[2005-11-01 -- 2010-09-30] Eric E. Werner;",NA,NA,"S&P 500 TR USD",2010-05-31,4e+07,NA,NA,2006-12-31,2006-12-31,20,NA,NA,NA,12,5e+05,"Monetary","Yes",1.33,1,1,20,NA,5,5,"Yes","Partial"
"812","Corneille Fund LP","US Dollar",NA,"FHUSA04CNJ","Alternative","HF Fund of Funds - Equity",NA,"Global Non-Trend-o","United States","Partnership (3C1)","Kismet Capital Advisors LLC",NA,2004-05-01,2013-05-31,0,NA,"[2004-05-01 -- 2013-05-31] Anthony Sercia",NA,NA,"S&P 500 TR USD",2013-02-28,5e+06,NA,NA,NA,2006-12-31,400,NA,NA,NA,0,250000,"Monetary","Yes",1.4,2,2,20,"Calculated on previous High Water Mark",0,0,"Yes",NA
"813","Spruce Global Equity Fund, L.P.","US Dollar",NA,"FOUSA06MCH","Alternative","HF Fund of Funds - Equity",NA,"Global Equity Fund of Funds-o","United States","Partnership (3C7)","Spruce Private Investors",NA,2005-08-01,2011-07-29,0,NA,"[2005-08-01 -- 2011-07-29] John Bailey",NA,NA,"IA HFRI Fund of Funds Strategic TR USD",2011-07-29,145900000,NA,NA,2008-12-31,2006-12-31,15,NA,NA,NA,12,5e+06,"Monetary","Yes",NA,1.5,1,0,NA,NA,0,"Yes",NA
"814","Financial Stocks Limited Partnership","US Dollar",NA,"FHUSA04CB2","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C7)","FSI Group, LLC","FSI Group",1995-07-01,2016-11-28,0,NA,"[1995-07-01 -- 2016-11-28] Steven N. Stein;[1995-07-01 -- 2016-11-28] John M. Stein;",NA,NA,"S&P 500 Equal Weighted Financials TR USD",2015-12-31,1.14e+08,NA,NA,NA,2006-12-31,500,NA,NA,NA,0,250000,"Monetary","Yes",1.4,1.5,1.5,20,NA,0,8,"Yes",NA
"815","GRT Value Fund LP","US Dollar",NA,"FHUSA04CX1","Equity","HF Long-Only Equity",NA,"U.S. Equity","Cayman Islands","Partnership (3C7)","GRT Capital Partners LLC","GRT Capitaartners",2004-01-01,2019-05-08,0,"Rudolph K. Kluiber","[2004-01-01 -- ] Rudolph K. Kluiber",16.67,16.67,"Russell 2000 TR USD",2015-12-31,2.9e+07,NA,NA,NA,2006-12-31,100,NA,"Male",2004-01-01,12,1e+06,"Monetary","Yes",1.4,1.5,1.5,0,NA,2,0,"Yes",NA
"816","Lamoreaux Partners","US Dollar",NA,"FHUSA04EPR","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"U.S. Small Cap Equity-o","United States","Unstructured Hedge Fund","Lamoreaux Capital Management, LLC",NA,1983-11-01,2010-08-30,0,NA,NA,NA,NA,"Russell 2000 TR USD",2010-01-31,82642800,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,"Yes",1.4,0,0,20,NA,NA,NA,"Yes",NA
"817","SSARIS Multi-Mgr Global L/S Equity Strat","US Dollar",NA,"FOUSA06MCE","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Equity-o","Cayman Islands","Exempted Limited Partnership","SSARIS Advisors LLC","SSARIS Advisors",2003-09-01,2014-06-30,0,NA,"[2004-03-31 -- 2014-06-30] Andrew E. Fisch;[2003-09-01 -- 2014-06-30] Brian W. Chung;",NA,NA,NA,2014-02-28,233246039,NA,NA,NA,2006-12-31,20,NA,NA,NA,0,1e+06,"Monetary","No",NA,1,1,5,NA,NA,NA,"Yes",NA
"818","SSARIS Multi-Mgr Japan Eq USD","US Dollar",NA,"FHUSA04D98","Alternative","HF Fund of Funds - Equity",NA,"FOF - Multi-Manager Japan-o","Cayman Islands","Unstructured Hedge Fund","SSARIS Advisors LLC","SSARIS Advisors",2005-02-01,2013-02-01,0,NA,"[2005-02-01 -- 2013-02-01] Andrew E. Fisch;[2005-02-01 -- 2013-02-01] Brian W. Chung;",NA,NA,NA,2012-06-30,10632922,NA,NA,NA,2006-12-31,0,NA,NA,NA,0,5e+06,"Monetary","No",NA,1,1,10,NA,NA,NA,"No",NA
"819","Stafford Equity Market Neutral Fund, LLC","US Dollar",NA,"FOUSA08MJZ","Alternative","HF U.S. Long/Short Equity",NA,"Equity Market Neutral-o","United States","Partnership (3C7)","Stafford Asset Management, LLC",NA,2008-07-01,2011-04-20,0,NA,"[2008-07-01 -- 2011-04-20] Tom Bonenberger",NA,NA,NA,2010-09-30,8160000,NA,NA,2008-12-31,2008-12-31,450,NA,NA,NA,NA,1e+06,"Monetary",NA,NA,2,NA,20,NA,NA,NA,"Yes",NA
"820","Rosehill Japan Fund LP","US Dollar",NA,"FHUSA04I2X","Alternative","HF Asia/Pacific Long/Short Equity",NA,"Developed Asia Equity-o","United States","Unstructured Hedge Fund","Rosehill Capital Management",NA,1995-04-12,2011-04-20,0,NA,"[1995-04-12 -- 2011-04-20] Gary Rosenfeld",NA,NA,"Nikkei 225 Average PR JPY",2010-09-30,23500000,NA,NA,NA,NA,NA,NA,NA,NA,24,2e+06,"Monetary","Yes",1.4,1.5,1.5,20,NA,NA,0,"Yes","Partial"
"821","Starboard Value and Opportunity Fund Ltd","US Dollar",NA,"FOUSA06M1J","Equity","HF Long-Only Equity",NA,"US Small Cap Equity - Long-o","Cayman Islands","Partnership (3C7)","Starboard Value, LP",NA,2002-10-01,2013-10-31,0,NA,"[2002-10-01 -- 2013-10-31] Mark A. Mitchell;[2002-10-01 -- 2013-10-31] Jeffrey Smith;",NA,NA,NA,2010-10-31,1.12e+08,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,"Yes",NA,2,2,20,NA,NA,NA,"Yes",NA
"822","Tetra Capital Partners LP","US Dollar",NA,"FHUSA04AEY","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C7)","Tetra Investment Management",NA,2003-04-01,2010-12-31,0,NA,"[2006-04-03 -- 2010-12-31] Bill Wiese;[2003-04-01 -- 2010-12-31] Timothy O’Toole;",NA,NA,"Russell 2000 PR USD",2010-10-31,13700000,NA,NA,NA,NA,NA,NA,NA,NA,0,5e+05,"Monetary","Yes",1.4,1.5,1.5,20,NA,2,0,"Yes","Partial"
"823","Stella Capital Emerging Markets Fund, LP","US Dollar",NA,"FOUSA06MY2","Alternative","HF Fund of Funds - Equity",NA,"FoF-o","United States","Unstructured Hedge Fund","Stella Capital, LLC",NA,2007-08-01,2010-09-21,0,NA,"[2007-08-31 -- 2010-09-21] Seth Chandler",NA,NA,"MSCI Hedge Fund Emerging Markets TR",2010-02-28,1500000,NA,NA,NA,NA,NA,NA,NA,NA,12,5e+05,"Monetary",NA,NA,1.5,NA,20,NA,NA,NA,"Yes",NA
"824","Stella Capital Green Fund, LP","US Dollar",NA,"FOUSA090ME","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Equity-o","United States","Exempted Limited Partnership","Stella Capital, LLC",NA,2008-05-01,2010-09-21,0,NA,NA,NA,NA,NA,2010-02-28,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Stella Capital Partners, LP","US Dollar",NA,"FOUSA06LJZ","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Equity-o","United States","Unstructured Hedge Fund","Stella Capital, LLC",NA,2005-01-01,2010-09-21,0,NA,"[2005-01-01 -- 2010-09-21] Seth Chandler",NA,NA,NA,2010-02-28,4300000,NA,NA,NA,NA,NA,NA,NA,NA,12,1000,"Monetary","Yes",NA,1.5,1.5,20,NA,0,NA,"Yes",NA
"826","Stelliam Fund","US Dollar",NA,"FOUSA09KMF","Alternative","HF U.S. Long/Short Equity",NA,"Stelliam Fund-o","United States","Non-Exempted Limited Partnership","Stelliam Investment Management, LP","Stelliam",2007-08-01,2019-04-10,0,NA,"[2007-08-01 -- 2019-04-10] Ross Margolies",NA,NA,NA,2011-12-31,4.64e+08,NA,NA,2009-12-31,NA,NA,NA,NA,NA,12,5e+06,"Monetary",NA,NA,1.25,NA,18,NA,0,NA,"Yes",NA
"827","Stewart Asian Fund","US Dollar","KYG8491J1004","FHUSA04GSM","Alternative","HF Asia/Pacific Long/Short Equity",NA,"Developed Asia Equity-o","British Virgin Islands","Unstructured Hedge Fund","Bowen Asia Ltd","Bowen Asia",1993-01-04,2010-08-05,0,NA,NA,NA,NA,"S&P 500 TR USD",2010-07-31,14800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Monetary",NA,NA,1,1,20,"8.00%",0,0.08,"No",NA
"828","Stilwell Associates, LP","US Dollar",NA,"FOUSA08XA3","Alternative","HF U.S. Long/Short Equity",NA,"Stilwell Associates-o","United States","Partnership (3C1)","Stilwell Value LLC","Stilwell Value",1993-10-12,2011-02-24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,250000,"Monetary",NA,NA,1,NA,20,NA,NA,NA,"Yes",NA
"829","STM Market Neutral Fund","US Dollar",NA,"F000005PKZ","Alternative","HF Equity Market Neutral",NA,"Fund of Funds-o","United States","Unstructured Hedge Fund","Magnum US Investments LC","Magnum US Investments",2009-01-30,2011-08-19,0,NA,"[2009-01-30 -- 2011-08-19] Kevin Gan",NA,NA,NA,2011-01-14,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,"Monetary",NA,NA,2,NA,20,NA,NA,NA,NA,NA
"830","StoneWater Capital Asia (Ex-Japan) LLC","US Dollar",NA,"FHUSA04CS5","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Asia Ex-Japan-o","United States","Partnership (3C7)","StoneWater Capital LLC","StoneWater Capital",2004-07-01,2016-03-31,0,NA,"[2004-07-01 -- 2016-03-31] Frank Brochin;[2014-03-17 -- 2016-03-31] Zineb Guessous;[2005-05-16 -- 2016-03-31] Min Zheng;[2014-06-16 -- 2016-03-31] Peter Cassidy;",NA,NA,"HFRI EM Asia ex Japan USD",2016-02-29,66023000,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+06,"Monetary",NA,NA,1.5,NA,5,NA,0,NA,"Yes",NA
"831","Stonewater Capital Greater China LLC","US Dollar",NA,"FOUSA09KS1","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Asia Ex-Japan-o","United States","Limited Liability Company","StoneWater Capital LLC","StoneWater Capital",2007-01-01,2016-03-31,0,NA,"[2014-03-17 -- 2016-03-31] Zineb Guessous;[2014-06-16 -- 2016-03-31] Peter Cassidy;",NA,NA,"MSCI Golden Dragon",2016-02-29,17620000,NA,NA,NA,NA,NA,NA,NA,NA,12,1e+06,"Monetary",NA,NA,1.5,NA,5,NA,NA,0,"Yes",NA
"832","Tonga Partners LP","US Dollar",NA,"FHUSA04GWN","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity","United States","Partnership (3C1)","Cannell Capital LLC","Cannell Capital",1992-07-01,NA,1,"J. Carlo Cannell","[1992-07-01 -- ] J. Carlo Cannell",28.17,28.17,"Russell 2000 TR USD",2020-08-31,69715681,2020-08-31,69715681,2006-12-31,NA,NA,NA,NA,1992-07-01,12,5e+05,"Monetary","Yes",1.4,1,1,20,NA,NA,NA,"Yes",NA
"833","Tristan Offshore Fund, Ltd.","US Dollar",NA,"FHUSA04GWM","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity","Cayman Islands","Corporation","Cannell Capital LLC","Cannell Capital",1999-03-29,NA,1,"J. Carlo Cannell","[1999-03-29 -- ] J. Carlo Cannell",21.5,21.5,"Russell 2000 TR USD",2020-08-31,45530670,2020-08-31,45530670,2006-12-31,NA,NA,NA,NA,1999-03-29,12,1e+06,"Monetary","Yes",1.4,1,1,20,NA,NA,NA,"Yes",NA
"834","Sunnymeath Partners LLC","US Dollar",NA,"FOUSA05UEL","Alternative","HF U.S. Long/Short Equity","To provide clients superior risk adjusted returns over a complete market cycle, provide the best customer service possible and to make each client feel like they are our only client.","U.S. Equity - Sunnymeath-o","United States","Unstructured Hedge Fund","Sunnymeath Asset Management Inc","Sunnymeath Asset Management",2006-04-03,2018-05-09,0,"James P. O'Mealia","[2006-04-03 -- ] James P. O'Mealia",14.42,14.42,"Barclay BTOP50 Index",2016-12-31,7800000,NA,NA,2006-12-31,2006-12-31,40,NA,"Male",2006-04-03,12,5e+05,"Monetary",NA,NA,1,2,10,NA,NA,0,"Yes",NA
"835","ACL Global Fund Limited","US Dollar","KYG0071N1144","FHUSA04G30","Alternative","HF Global Long/Short Equity",NA,"Global Equity","Bermuda","Open Ended Investment Company","Abbey Capital Limited","Abbey Capital",2000-12-01,NA,1,"Mick Swift","[2000-12-01 -- ] Mick Swift",19.75,19.75,NA,2015-12-31,92020460,2020-08-31,130076661,NA,NA,NA,NA,"Male",2000-12-01,0,1e+05,"Monetary","Yes",1.5,0.375,0.375,0,"Incentive fee of 7.5% on allocation to alternative investments",NA,NA,"Yes",NA
"836","Sycee China Equity","US Dollar",NA,"FOUSA05LEI","Alternative","HF Emerging Markets Long/Short Equity",NA,"Emerging Market Equity-o","United States","Limited Liability Company","Sycee Capital LLC","Sycee Capital",2002-12-01,2019-01-31,0,NA,"[2002-12-01 -- 2019-01-31] John Hsu",NA,NA,"MSCI China PR USD",2016-11-30,46500000,NA,NA,2006-12-31,2006-12-31,50,NA,NA,NA,0,1e+06,"Monetary","No",NA,1.5,1.5,15,NA,NA,NA,"No",NA
"837","Symphony Overture Fund LP","US Dollar",NA,"FHUSA04DDQ","Alternative","HF U.S. Long/Short Equity",NA,"Equity Market Neutral-o","United States","Partnership (3C1)","Symphony Asset Management, LLC","Symphony Asset",1994-09-01,2020-01-31,0,NA,"[2010-06-28 -- 2020-01-31] Ross Sakamoto;[2009-06-30 -- 2010-06-30] David Wang;",NA,NA,NA,2019-12-31,94029691,2019-12-31,94029691,NA,2009-12-31,200,NA,NA,NA,0,5e+05,"Monetary",NA,NA,1,NA,20,NA,NA,NA,"Yes",NA
"838","Systematic Wolf Fund B USD","US Dollar","VGG9726V1085","FOUSA06HVQ","Alternative","HF Global Long/Short Equity",NA,"Global Equity-o","British Virgin Islands","Limited Liability Company","Banca Zarattini & CO SA","Banca Zarattini",1997-04-30,2011-07-29,0,NA,"[1997-04-30 -- 2011-07-29] Management Team",NA,NA,"S&P 500 TR USD",2010-11-30,5799342,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+05,"Monetary",NA,NA,2.5,NA,17.5,NA,1,NA,"Yes",NA
